7071.0806,13201.1340
16239.5412,17635.2535
18234.5643,19311.2559
18587.5057,14960.6554
8164.6017,10225.1893
14547.7591,9484.5863
15395.0357,13781.8328
17079.6545,7026.5338
3663.1732,936.4960
5528.9212,16733.3384
19226.8541,4248.3697
8858.6024,11771.0565
18479.2717,121.6238
17362.0576,4120.3245
10941.9057,709.6622
15471.3782,9686.5712
19511.8715,16456.5613
13818.5099,15892.7990
13459.6644,970.6525
14725.5885,19567.9723
2943.7311,5540.0789
12079.5481,16555.1084
2861.9039,2021.3643
10238.3293,1284.6136
15323.7193,10020.3542
12047.0159,17972.8603
10753.7042,3591.7139
9324.3565,6598.4797
14964.3590,14247.9910
6358.5034,7906.7545
7106.5419,18623.3006
19655.4909,12706.7794
9659.8895,8313.6538
3770.8600,15516.0967
6731.1874,11573.7310
11457.3832,16032.6134
15571.8878,5851.9617
3655.0337,7598.7875
13798.4939,2605.0618
8495.6157,14311.8045
13824.1679,398.1409
16830.0055,2466.3505
2436.2022,238.3861
4260.4051,5443.0365
951.7302,12477.5361
1890.1214,15489.7543
6789.7743,10660.2977
17731.3832,16522.9888
13990.0044,14709.4998
13872.0158,10396.2522
18041.0389,1771.6090
7771.1220,10427.5755
12110.5349,11965.3485
18996.5881,4783.6490
13967.6369,5842.5909
18744.3788,11195.4778
16508.8419,18726.9893
12483.7652,18842.9713
1899.9150,7842.1928
2439.2977,7817.2145
13930.8082,5819.4999
11161.8268,16903.4807
8427.0998,704.1207
747.2389,12038.1720
19215.6160,3851.8419
7378.0970,15507.6543
1164.8458,19995.1115
9366.6106,6767.3587
3590.1928,5624.5091
5567.5879,19215.0230
126.4765,19201.9221
11773.5372,3008.1719
14615.4175,4923.2225
11691.7163,3360.1496
6460.7474,12512.1591
12780.1566,11735.7579
3841.1869,1176.0857
570.9788,14106.2084
7755.3418,13704.6168
16524.8596,1275.9405
17281.8521,7212.7156
1084.7505,17045.6931
9827.6631,15754.2074
9899.0809,18365.9107
13719.5529,9293.3372
1812.1360,16470.9141
18743.9426,12888.9425
3517.9956,18420.9364
11951.3185,5723.6666
8886.0672,15437.3793
12513.7448,10837.9419
6962.6221,6786.5740
11639.1209,5752.6306
9751.2084,5038.2577
7047.5716,11541.2703
11538.6589,15190.3271
3629.7676,1563.9815
16255.5403,4200.6298
3549.9139,16118.4402
13257.6348,19623.3169
1412.8063,5548.1026
18213.6389,6971.1876
7680.1182,18894.8747
5123.1968,5548.8867
205.2653,9629.0087
11637.2752,9579.0278
16164.4975,12406.0173
848.1700,1220.5673
1715.9958,6276.7281
19356.1888,6123.5390
2388.4807,6903.1699
3848.4123,7283.7227
8814.5524,11907.3205
16570.5341,17497.0203
944.7568,17272.7381
14066.9310,9597.8451
15280.3872,15984.4552
8360.9819,10552.9308
17154.0022,4005.5942
17510.7560,17096.8143
12941.3049,16908.3482
9984.9442,1415.8686
14105.9188,2911.1725
3412.6189,9961.8724
17302.6419,13357.7115
6911.7836,11717.3776
17469.2957,1215.6621
9425.5319,19452.2514
15752.5664,1532.3927
3095.5421,15955.2025
17657.8531,8363.8310
12297.4475,16544.0177
12019.1841,17309.4293
11329.8194,3850.5866
3487.8497,1636.6947
9435.4924,7450.9328
18506.0637,19191.9658
9429.5138,65.1826
17338.1941,1754.1606
8955.0571,11129.0345
2803.4236,3073.0671
3298.3138,5883.5781
10575.3257,2417.5380
19770.7505,7848.4997
2414.8810,13515.7525
8660.5974,5348.0293
9038.4204,17373.8802
3468.0242,16593.1731
2043.5031,16802.4362
3713.4798,5120.9654
2951.2252,7227.7446
15456.7928,18212.7437
19449.9267,14698.6770
8890.5574,500.1564
4859.6935,5375.8753
14586.7622,17668.3128
7067.1908,15370.0998
18966.5745,9967.9267
15455.7220,9045.4606
15495.6082,8714.4665
12251.6450,7665.2041
19667.8765,15228.6675
12389.0367,19951.4754
2764.3607,964.8663
8387.2658,17034.6412
18495.5714,17074.9015
17615.3042,13636.5858
5554.5083,5075.5128
3269.7319,6994.4174
13795.0319,9050.7411
12158.5162,13388.0563
364.1743,17349.6831
8416.3438,13525.2488
541.3645,16363.8336
15844.3030,5232.4241
15947.3021,8789.3444
17241.8401,7969.2230
13141.5744,2468.5597
7436.6053,14362.7759
13194.7014,5055.7339
10461.4705,12187.2810
6611.3246,3395.9638
5371.0368,1612.9146
11354.1593,11526.6011
15599.9950,537.5066
14386.5627,10981.3512
4099.5829,10475.3760
528.8314,13857.5566
9322.3380,18608.1963
2935.0973,4542.3988
4223.3739,10697.4392
19899.3369,4954.5939
9833.5704,15205.6558
11384.5528,7148.0378
610.6089,17374.0916
5263.4555,295.8584
12982.5910,12170.3514
851.0949,15877.9251
3856.4338,19757.4931
15881.0054,1097.3840
